alpha,dimension,gamma,scaled_difference
4,2,0.508,-2.1132239975337113
4,2,0.509,-2.110735566359973
4,2,0.51,-2.1082526887121755
4,2,0.511,-2.105775348402479
4,2,0.512,-2.1033035292939797
4,2,0.513,-2.100837215300537
4,2,0.514,-2.0983763903866137
4,2,0.515,-2.0959210385671225
4,2,0.516,-2.093471143907257
4,2,0.517,-2.09102669052234
4,2,0.518,-2.0885876625776545
4,2,0.519,-2.086154044288297
4,2,0.52,-2.0837258199190147
4,2,0.521,-2.081302973784041
4,2,0.522,-2.0788854902469516
4,2,0.523,-2.076473353720501
4,2,0.524,-2.074066548666469
4,2,0.525,-2.0716650595955013
4,2,0.526,-2.0692688710669613
4,2,0.527,-2.066877967688775
4,2,0.528,-2.064492334117272
4,2,0.529,-2.0621119550570417
4,2,0.53,-2.059736815260771
4,2,0.531,-2.0573668995290992
4,2,0.532,-2.055002192710469
4,2,0.533,-2.0526426797009654
4,2,0.534,-2.0502883454441756
4,2,0.535,-2.0479391749310345
4,2,0.536,-2.045595153199678
4,2,0.537,-2.043256265335293
4,2,0.538,-2.040922496469963
4,2,0.539,-2.0385938317825367
4,2,0.54,-2.0362702564984643
4,2,0.541,-2.033951755889659
4,2,0.542,-2.0316383152743476
4,2,0.543,-2.029329920016929
4,2,0.544,-2.0270265555278253
4,2,0.545,-2.0247282072633404
4,2,0.546,-2.0224348607255074
4,2,0.547,-2.0201465014619613
4,2,0.548,-2.0178631150657775
4,2,0.549,-2.015584687175342
4,2,0.55,-2.013311203474202
4,2,0.551,-2.011042649690927
4,2,0.552,-2.008779011598972
4,2,0.553,-2.0065202750165274
4,2,0.554,-2.0042664258063816
4,2,0.555,-2.0020174498757877
4,2,0.556,-1.9997733331763186
4,2,0.557,-1.997534061703725
4,2,0.558,-1.995299621497805
4,2,0.559,-1.993069998642258
4,2,0.56,-1.9908451792645547
4,2,0.561,-1.9886251495357947
4,2,0.562,-1.9864098956705691
4,2,0.5630000000000001,-1.9841994039268296
4,2,0.5640000000000001,-1.9819936606057509
4,2,0.5650000000000001,-1.979792652051588
4,2,0.5660000000000001,-1.977596364651555
4,2,0.5670000000000001,-1.9754047848356784
4,2,0.5680000000000001,-1.9732178990766707
4,2,0.5690000000000001,-1.9710356938897924
4,2,0.5700000000000001,-1.9688581558327207
4,2,0.5710000000000001,-1.9666852715054186
4,2,0.5720000000000001,-1.9645170275499992
4,2,0.5730000000000001,-1.9623534106505953
4,2,0.5740000000000001,-1.960194407533229
4,2,0.5750000000000001,-1.9580400049656799
4,2,0.5760000000000001,-1.955890189757355
4,2,0.577,-1.9537449487591567
4,2,0.578,-1.9516042688633557
4,2,0.579,-1.9494681370034606
4,2,0.58,-1.947336540154088
4,2,0.581,-1.9452094653308383
4,2,0.582,-1.9430868995901582
4,2,0.583,-1.940968830029226
4,2,0.584,-1.9388552437858129
4,2,0.585,-1.9367461280381635
4,2,0.586,-1.9346414700048655
4,2,0.587,-1.9325412569447242
4,2,0.588,-1.9304454761566405
4,2,0.589,-1.9283541149794794
4,2,0.59,-1.926267160791951
4,2,0.591,-1.9241846010124821
4,2,0.592,-1.9221064230990927
4,2,0.593,-1.9200326145492772
4,2,0.594,-1.9179631628998741
4,2,0.595,-1.9158980557269465
4,2,0.596,-1.9138372806456578
4,2,0.597,-1.9117808253101567
4,2,0.598,-1.909728677413444
4,2,0.599,-1.9076808246872607
4,2,0.6,-1.9056372549019611
4,2,0.601,-1.9035979558663954
4,2,0.602,-1.9015629154277904
4,2,0.603,-1.8995321214716243
4,2,0.604,-1.8975055619215149
4,2,0.605,-1.8954832247390951
4,2,0.606,-1.8934650979238938
4,2,0.607,-1.8914511695132208
4,2,0.608,-1.889441427582046
4,2,0.609,-1.8874358602428862
4,2,0.61,-1.8854344556456808
4,2,0.611,-1.8834372019776802
4,2,0.612,-1.8814440874633294
4,2,0.613,-1.8794551003641482
4,2,0.614,-1.8774702289786187
4,2,0.615,-1.8754894616420674
4,2,0.616,-1.8735127867265506
4,2,0.617,-1.8715401926407433
4,2,0.618,-1.8695716678298193
4,2,0.619,-1.8676072007753397
4,2,0.62,-1.8656467799951388
4,2,0.621,-1.8636903940432137
4,2,0.622,-1.8617380315096035
4,2,0.623,-1.859789681020286
4,2,0.624,-1.8578453312370593
4,2,0.625,-1.8559049708574344
4,2,0.626,-1.8539685886145139
4,2,0.627,-1.8520361732768946
4,2,0.628,-1.8501077136485444
4,2,0.629,-1.8481831985687007
4,2,0.63,-1.8462626169117533
4,2,0.631,-1.8443459575871373
4,2,0.632,-1.8424332095392246
4,2,0.633,-1.8405243617472133
4,2,0.634,-1.838619403225017
4,2,0.635,-1.83671832302116
4,2,0.636,-1.834821110218665
4,2,0.637,-1.832927753934949
4,2,0.638,-1.831038243321713
4,2,0.639,-1.8291525675648328
4,2,0.64,-1.8272707158842585
4,2,0.641,-1.8253926775339
4,2,0.642,-1.8235184418015287
4,2,0.643,-1.8216479980086617
4,2,0.644,-1.819781335510467
4,2,0.645,-1.817918443695649
4,2,0.646,-1.8160593119863488
4,2,0.647,-1.8142039298380332
4,2,0.648,-1.812352286739403
4,2,0.649,-1.8105043722122725
4,2,0.65,-1.808660175811478
4,2,0.651,-1.8068196871247675
4,2,0.652,-1.8049828957727008
4,2,0.653,-1.8031497914085448
4,2,0.654,-1.8013203637181743
4,2,0.655,-1.799494602419963
4,2,0.656,-1.7976724972646878
4,2,0.657,-1.795854038035427
4,2,0.658,-1.7940392145474513
4,2,0.659,-1.7922280166481313
4,2,0.66,-1.790420434216834
4,2,0.661,-1.7886164571648222
4,2,0.662,-1.7868160754351512
4,2,0.663,-1.7850192790025725
4,2,0.664,-1.7832260578734354
4,2,0.665,-1.7814364020855835
4,2,0.666,-1.7796503017082594
4,2,0.667,-1.7778677468419999
4,2,0.668,-1.7760887276185493
4,2,0.669,-1.7743132342007493
4,2,0.67,-1.772541256782445
4,2,0.671,-1.77077278558839
4,2,0.672,-1.769007810874147
4,2,0.673,-1.7672463229259927
4,2,0.674,-1.7654883120608174
4,2,0.675,-1.7637337686260288
4,2,0.676,-1.7619826829994625
4,2,0.677,-1.760235045589279
4,2,0.678,-1.75849084683387
4,2,0.679,-1.7567500772017648
4,2,0.68,-1.7550127271915332
4,2,0.681,-1.7532787873316922
4,2,0.682,-1.751548248180613
4,2,0.683,-1.7498211003264217
4,2,0.684,-1.748097334386911
4,2,0.685,-1.7463769410094427
4,2,0.686,-1.7446599108708587
4,2,0.687,-1.7429462346773834
4,2,0.6880000000000001,-1.7412359031645306
4,2,0.6890000000000001,-1.7395289070970188
4,2,0.6900000000000001,-1.737825237268668
4,2,0.6910000000000001,-1.736124884502315
4,2,0.6920000000000001,-1.734427839649722
4,2,0.6930000000000001,-1.7327340935914783
4,2,0.6940000000000001,-1.731043637236919
4,2,0.6950000000000001,-1.7293564615240256
4,2,0.6960000000000001,-1.7276725574193386
4,2,0.6970000000000001,-1.7259919159178698
4,2,0.6980000000000001,-1.7243145280430079
4,2,0.6990000000000001,-1.7226403848464322
4,2,0.7000000000000001,-1.7209694774080175
4,2,0.7010000000000001,-1.7193017968357542
4,2,0.7020000000000001,-1.7176373342656492
4,2,0.7030000000000001,-1.7159760808616438
4,2,0.704,-1.7143180278155246
4,2,0.705,-1.7126631663468284
4,2,0.706,-1.7110114877027673
4,2,0.707,-1.7093629831581274
4,2,0.708,-1.7077176440151873
4,2,0.709,-1.7060754616036349
4,2,0.71,-1.7044364272804746
4,2,0.711,-1.7028005324299411
4,2,0.712,-1.7011677684634143
4,2,0.713,-1.6995381268193341
4,2,0.714,-1.6979115989631153
4,2,0.715,-1.696288176387055
4,2,0.716,-1.6946678506102573
4,2,0.717,-1.6930506131785397
4,2,0.718,-1.691436455664355
4,2,0.719,-1.6898253696666983
4,2,0.72,-1.6882173468110333
4,2,0.721,-1.6866123787491971
4,2,0.722,-1.6850104571593254
4,2,0.723,-1.6834115737457618
4,2,0.724,-1.6818157202389803
4,2,0.725,-1.6802228883954977
4,2,0.726,-1.6786330699977916
4,2,0.727,-1.6770462568542197
4,2,0.728,-1.6754624407989362
4,2,0.729,-1.6738816136918087
4,2,0.73,-1.6723037674183365
4,2,0.731,-1.6707288938895704
4,2,0.732,-1.669156985042029
4,2,0.733,-1.6675880328376207
4,2,0.734,-1.6660220292635577
4,2,0.735,-1.6644589663322797
4,2,0.736,-1.6628988360813728
4,2,0.737,-1.6613416305734852
4,2,0.738,-1.6597873418962539
4,2,0.739,-1.6582359621622191
4,2,0.74,-1.6566874835087453
4,2,0.741,-1.6551418980979467
4,2,0.742,-1.653599198116602
4,2,0.743,-1.6520593757760806
4,2,0.744,-1.6505224233122577
4,2,0.745,-1.6489883329854442
4,2,0.746,-1.647457097080302
4,2,0.747,-1.6459287079057692
4,2,0.748,-1.644403157794978
4,2,0.749,-1.6428804391051846
4,2,0.75,-1.6413605442176868
4,2,0.751,-1.639843465537748
4,2,0.752,-1.638329195494519
4,2,0.753,-1.636817726540965
4,2,0.754,-1.635309051153786
4,2,0.755,-1.6338031618333426
4,2,0.756,-1.6323000511035777
4,2,0.757,-1.630799711511945
4,2,0.758,-1.629302135629329
4,2,0.759,-1.6278073160499738
4,2,0.76,-1.6263152453914032
4,2,0.761,-1.6248259162943506
4,2,0.762,-1.6233393214226837
4,2,0.763,-1.621855453463328
4,2,0.764,-1.6203743051261932
4,2,0.765,-1.6188958691441016
4,2,0.766,-1.6174201382727116
4,2,0.767,-1.615947105290445
4,2,0.768,-1.614476762998417
4,2,0.769,-1.6130091042203563
4,2,0.77,-1.6115441218025404
4,2,0.771,-1.6100818086137154
4,2,0.772,-1.6086221575450312
4,2,0.773,-1.6071651615099611
4,2,0.774,-1.605710813444237
4,2,0.775,-1.6042591063057756
4,2,0.776,-1.6028100330746033
4,2,0.777,-1.601363586752789
4,2,0.778,-1.599919760364374
4,2,0.779,-1.5984785469552953
4,2,0.78,-1.597039939593321
4,2,0.781,-1.5956039313679766
4,2,0.782,-1.5941705153904755
4,2,0.783,-1.5927396847936497
4,2,0.784,-1.591311432731879
4,2,0.785,-1.5898857523810221
4,2,0.786,-1.588462636938346
4,2,0.787,-1.5870420796224587
4,2,0.788,-1.5856240736732394
4,2,0.789,-1.5842086123517667
4,2,0.79,-1.582795688940258
4,2,0.791,-1.5813852967419912
4,2,0.792,-1.5799774290812452
4,2,0.793,-1.5785720793032234
4,2,0.794,-1.5771692407739963
4,2,0.795,-1.5757689068804241
4,2,0.796,-1.574371071030095
4,2,0.797,-1.5729757266512578
4,2,0.798,-1.571582867192752
4,2,0.799,-1.5701924861239438
4,2,0.8,-1.5688045769346586
4,2,0.801,-1.5674191331351137
4,2,0.802,-1.5660361482558551
4,2,0.803,-1.5646556158476899
4,2,0.804,-1.5632775294816166
4,2,0.805,-1.5619018827487672
4,2,0.806,-1.5605286692603375
4,2,0.807,-1.5591578826475203
4,2,0.808,-1.5577895165614435
4,2,0.809,-1.5564235646731062
4,2,0.81,-1.5550600206733116
4,2,0.811,-1.5536988782726002
4,2,0.812,-1.5523401312011933
4,2,0.8130000000000001,-1.5509837732089242
4,2,0.8140000000000001,-1.549629798065171
4,2,0.8150000000000001,-1.548278199558802
4,2,0.8160000000000001,-1.5469289714981027
4,2,0.8170000000000001,-1.54558210771072
4,2,0.8180000000000001,-1.5442376020435957
4,2,0.8190000000000001,-1.5428954483629032
4,2,0.8200000000000001,-1.541555640553987
4,2,0.8210000000000001,-1.5402181725212998
4,2,0.8220000000000001,-1.5388830381883385
4,2,0.8230000000000001,-1.537550231497585
4,2,0.8240000000000001,-1.5362197464104397
4,2,0.8250000000000001,-1.5348915769071667
4,2,0.8260000000000001,-1.5335657169868258
4,2,0.8270000000000001,-1.5322421606672147
4,2,0.8280000000000001,-1.5309209019848056
4,2,0.8290000000000001,-1.52960193499469
4,2,0.8300000000000001,-1.5282852537705103
4,2,0.8310000000000001,-1.526970852404403
4,2,0.8320000000000001,-1.5256587250069373
4,2,0.833,-1.5243488657070587
4,2,0.834,-1.523041268652023
4,2,0.835,-1.5217359280073408
4,2,0.836,-1.5204328379567151
4,2,0.837,-1.5191319927019857
4,2,0.838,-1.5178333864630664
4,2,0.839,-1.5165370134778864
4,2,0.84,-1.515242868002332
4,2,0.841,-1.513950944310188
4,2,0.842,-1.5126612366930812
4,2,0.843,-1.5113737394604163
4,2,0.844,-1.5100884469393256
4,2,0.845,-1.5088053534746035
4,2,0.846,-1.5075244534286516
4,2,0.847,-1.506245741181425
4,2,0.848,-1.5049692111303665
4,2,0.849,-1.5036948576903588
4,2,0.85,-1.502422675293659
4,2,0.851,-1.5011526583898478
4,2,0.852,-1.4998848014457689
4,2,0.853,-1.4986190989454728
4,2,0.854,-1.4973555453901632
4,2,0.855,-1.4960941352981392
4,2,0.856,-1.4948348632047384
4,2,0.857,-1.4935777236622796
4,2,0.858,-1.492322711240012
4,2,0.859,-1.4910698205240562
4,2,0.86,-1.4898190461173477
4,2,0.861,-1.4885703826395842
4,2,0.862,-1.4873238247271718
4,2,0.863,-1.4860793670331647
4,2,0.864,-1.484837004227217
4,2,0.865,-1.4835967309955227
4,2,0.866,-1.4823585420407646
4,2,0.867,-1.4811224320820613
4,2,0.868,-1.479888395854908
4,2,0.869,-1.4786564281111279
4,2,0.87,-1.4774265236188149
4,2,0.871,-1.476198677162285
4,2,0.872,-1.474972883542016
4,2,0.873,-1.4737491375746001
4,2,0.874,-1.4725274340926873
4,2,0.875,-1.471307767944936
4,2,0.876,-1.470090133995957
4,2,0.877,-1.4688745271262622
4,2,0.878,-1.4676609422322144
4,2,0.879,-1.466449374225971
4,2,0.88,-1.465239818035435
4,2,0.881,-1.464032268604203
4,2,0.882,-1.4628267208915113
4,2,0.883,-1.4616231698721875
4,2,0.884,-1.460421610536597
4,2,0.885,-1.459222037890592
4,2,0.886,-1.4580244469554602
4,2,0.887,-1.4568288327678767
4,2,0.888,-1.4556351903798497
4,2,0.889,-1.45444351485867
4,2,0.89,-1.4532538012868645
4,2,0.891,-1.4520660447621425
4,2,0.892,-1.4508802403973462
4,2,0.893,-1.4496963833204015
4,2,0.894,-1.448514468674266
4,2,0.895,-1.4473344916168847
4,2,0.896,-1.4461564473211332
4,2,0.897,-1.4449803309747766
4,2,0.898,-1.4438061377804112
4,2,0.899,-1.4426338629554238
4,2,0.9,-1.4414635017319393
4,2,0.901,-1.4402950493567706
4,2,0.902,-1.4391285010913708
4,2,0.903,-1.4379638522117895
4,2,0.904,-1.4368010980086157
4,2,0.905,-1.4356402337869383
4,2,0.906,-1.4344812548662942
4,2,0.907,-1.4333241565806207
4,2,0.908,-1.4321689342782071
4,2,0.909,-1.431015583321649
4,2,0.91,-1.4298640990878018
4,2,0.911,-1.428714476967729
4,2,0.912,-1.427566712366661
4,2,0.913,-1.4264208007039456
4,2,0.914,-1.4252767374129978
4,2,0.915,-1.4241345179412603
4,2,0.916,-1.4229941377501532
4,2,0.917,-1.4218555923150256
4,2,0.918,-1.4207188771251122
4,2,0.919,-1.4195839876834913
4,2,0.92,-1.4184509195070292
4,2,0.921,-1.4173196681263418
4,2,0.922,-1.4161902290857495
4,2,0.923,-1.4150625979432274
4,2,0.924,-1.4139367702703627
4,2,0.925,-1.4128127416523084
4,2,0.926,-1.4116905076877426
4,2,0.927,-1.4105700639888157
4,2,0.928,-1.4094514061811134
4,2,0.929,-1.4083345299036079
4,2,0.93,-1.4072194308086137
4,2,0.931,-1.406106104561748
4,2,0.932,-1.4049945468418805
4,2,0.933,-1.40388475334109
4,2,0.934,-1.4027767197646261
4,2,0.935,-1.4016704418308619
4,2,0.936,-1.4005659152712484
4,2,0.937,-1.3994631358302738
4,2,0.9380000000000001,-1.39836209926542
4,2,0.9390000000000001,-1.3972628013471216
4,2,0.9400000000000001,-1.3961652378587175
4,2,0.9410000000000001,-1.3950694045964116
4,2,0.9420000000000001,-1.3939752973692319
4,2,0.9430000000000001,-1.3928829119989843
4,2,0.9440000000000001,-1.3917922443202104
4,2,0.9450000000000001,-1.3907032901801495
4,2,0.9460000000000001,-1.3896160454386908
4,2,0.9470000000000001,-1.3885305059683355
4,2,0.9480000000000001,-1.387446667654154
4,2,0.9490000000000001,-1.3863645263937399
4,2,0.9500000000000001,-1.3852840780971778
4,2,0.9510000000000001,-1.384205318686994
4,2,0.9520000000000001,-1.3831282440981143
4,2,0.9530000000000001,-1.382052850277831
4,2,0.9540000000000001,-1.3809791331857535
4,2,0.9550000000000001,-1.3799070887937717
4,2,0.9560000000000001,-1.3788367130860135
4,2,0.9570000000000001,-1.3777680020588052
4,2,0.9580000000000001,-1.3767009517206323
4,2,0.9590000000000001,-1.3756355580920947
4,2,0.96,-1.374571817205871
4,2,0.961,-1.3735097251066746
4,2,0.962,-1.372449277851218
4,2,0.963,-1.3713904715081697
4,2,0.964,-1.370333302158114
4,2,0.965,-1.3692777658935156
4,2,0.966,-1.368223858818674
4,2,0.967,-1.3671715770496877
4,2,0.968,-1.3661209167144193
4,2,0.969,-1.365071873952446
4,2,0.97,-1.3640244449150283
4,2,0.971,-1.3629786257650713
4,2,0.972,-1.3619344126770825
4,2,0.973,-1.3608918018371345
4,2,0.974,-1.359850789442826
4,2,0.975,-1.358811371703245
4,2,0.976,-1.3577735448389325
4,2,0.977,-1.3567373050818379
4,2,0.978,-1.3557026486752857
4,2,0.979,-1.354669571873937
4,2,0.98,-1.353638070943754
4,2,0.981,-1.3526081421619562
4,2,0.982,-1.3515797818169903
4,2,0.983,-1.3505529862084868
4,2,0.984,-1.3495277516472282
4,2,0.985,-1.3485040744551062
4,2,0.986,-1.347481950965088
4,2,0.987,-1.3464613775211818
4,2,0.988,-1.3454423504783937
4,2,0.989,-1.3444248662026976
4,2,0.99,-1.343408921070995
4,2,0.991,-1.3423945114710798
4,2,0.992,-1.3413816338015998
4,2,0.993,-1.340370284472025
4,2,0.994,-1.339360459902609
4,2,0.995,-1.3383521565243515
4,2,0.996,-1.3373453707789655
4,2,0.997,-1.3363400991188419
4,2,0.998,-1.3353363380070096
4,2,0.999,-1.334334083917104
4,2,1.0,-1.3333333333333335
4,5,0.0,-7.301587301587302
4,5,0.001,-7.287006005744409
4,5,0.002,-7.272468363655939
4,5,0.003,-7.257974220211567
4,5,0.004,-7.243523421015792
4,5,0.005,-7.2291158123836325
4,5,0.006,-7.214751241336184
4,5,0.007,-7.200429555596268
4,5,0.008,-7.186150603584133
4,5,0.009000000000000001,-7.171914234413153
4,5,0.01,-7.157720297885546
4,5,0.011,-7.143568644488196
4,5,0.012,-7.129459125388376
4,5,0.013000000000000001,-7.1153915924296784
4,5,0.014,-7.101365898127763
4,5,0.015,-7.087381895666331
4,5,0.016,-7.073439438893012
4,5,0.017,-7.059538382315309
4,5,0.018000000000000002,-7.045678581096579
4,5,0.019,-7.0318598910520365
4,5,0.02,-7.01808216864478
4,5,0.021,-7.004345270981878
4,5,0.022,-6.99064905581041
4,5,0.023,-6.976993381513649
4,5,0.024,-6.963378107107133
4,5,0.025,-6.949803092234892
4,5,0.026000000000000002,-6.936268197165627
4,5,0.027,-6.9227732827889294
4,5,0.028,-6.909318210611534
4,5,0.029,-6.895902842753618
4,5,0.03,-6.88252704194507
4,5,0.031,-6.869190671521858
4,5,0.032,-6.855893595422344
4,5,0.033,-6.842635678183726
4,5,0.034,-6.82941678493838
4,5,0.035,-6.8162367814103515
4,5,0.036000000000000004,-6.803095533911758
4,5,0.037,-6.789992909339324
4,5,0.038,-6.77692877517085
4,5,0.039,-6.763902999461777
4,5,0.04,-6.750915450841719
4,5,0.041,-6.737965998511067
4,5,0.042,-6.725054512237545
4,5,0.043000000000000003,-6.7121808623529144
4,5,0.044,-6.699344919749581
4,5,0.045,-6.686546555877264
4,5,0.046,-6.67378564273972
4,5,0.047,-6.661062052891458
4,5,0.048,-6.64837565943448
4,5,0.049,-6.635726336015053
4,5,0.05,-6.623113956820504
4,5,0.051000000000000004,-6.610538396576042
4,5,0.052000000000000005,-6.597999530541561
4,5,0.053,-6.585497234508548
4,5,0.054,-6.5730313847969075
4,5,0.055,-6.560601858251931
4,5,0.056,-6.548208532241149
4,5,0.057,-6.5358512846513435
4,5,0.058,-6.52352999388545
4,5,0.059000000000000004,-6.511244538859618
4,5,0.06,-6.498994799000146
4,5,0.061,-6.486780654240574
4,5,0.062,-6.474601985018689
4,5,0.063,-6.462458672273634
4,5,0.064,-6.450350597442974
4,5,0.065,-6.438277642459809
4,5,0.066,-6.4262396897499325
4,5,0.067,-6.414236622228959
4,5,0.068,-6.402268323299496
4,5,0.069,-6.390334676848354
4,5,0.07,-6.378435567243754
4,5,0.07100000000000001,-6.366570879332542
4,5,0.07200000000000001,-6.3547404984374545
4,5,0.073,-6.342944310354397
4,5,0.074,-6.331182201349705
4,5,0.075,-6.319454058157488
4,5,0.076,-6.3077597679769255
4,5,0.077,-6.296099218469613
4,5,0.078,-6.28447229775696
4,5,0.079,-6.272878894417531
4,5,0.08,-6.261318897484472
4,5,0.081,-6.249792196442925
4,5,0.082,-6.238298681227439
4,5,0.083,-6.226838242219479
4,5,0.084,-6.215410770244825
4,5,0.085,-6.204016156571135
4,5,0.08600000000000001,-6.1926542929054
4,5,0.08700000000000001,-6.181325071391481
4,5,0.088,-6.1700283846076776
4,5,0.089,-6.1587641255642485
4,5,0.09,-6.147532187701001
4,5,0.091,-6.136332464884906
4,5,0.092,-6.125164851407659
4,5,0.093,-6.114029241983358
4,5,0.094,-6.102925531746106
4,5,0.095,-6.091853616247707
4,5,0.096,-6.080813391455287
4,5,0.097,-6.0698047537490485
4,5,0.098,-6.058827599919933
4,5,0.099,-6.047881827167352
4,5,0.1,-6.036967333096945
4,5,0.101,-6.026084015718311
4,5,0.10200000000000001,-6.015231773442798
4,5,0.10300000000000001,-6.004410505081255
4,5,0.10400000000000001,-5.99362010984189
4,5,0.105,-5.982860487328027
4,5,0.106,-5.972131537535965
4,5,0.107,-5.961433160852834
4,5,0.108,-5.950765258054432
4,5,0.109,-5.940127730303113
4,5,0.11,-5.929520479145689
4,5,0.111,-5.918943406511312
4,5,0.112,-5.908396414709407
4,5,0.113,-5.897879406427604
4,5,0.114,-5.887392284729687
4,5,0.115,-5.876934953053561
4,5,0.116,-5.86650731520921
4,5,0.117,-5.856109275376722
4,5,0.11800000000000001,-5.845740738104248
4,5,0.11900000000000001,-5.835401608306072
4,5,0.12,-5.825091791260593
4,5,0.121,-5.814811192608403
4,5,0.122,-5.804559718350331
4,5,0.123,-5.794337274845535
4,5,0.124,-5.784143768809553
4,5,0.125,-5.773979107312439
4,5,0.126,-5.763843197776859
4,5,0.127,-5.753735947976194
4,5,0.128,-5.743657266032727
4,5,0.129,-5.733607060415752
4,5,0.13,-5.723585239939755
4,5,0.131,-5.713591713762586
4,5,0.132,-5.703626391383645
4,5,0.133,-5.693689182642094
4,5,0.134,-5.683779997715064
4,5,0.135,-5.673898747115873
4,5,0.136,-5.664045341692283
4,5,0.137,-5.654219692624727
4,5,0.138,-5.644421711424592
4,5,0.139,-5.634651309932474
4,5,0.14,-5.624908400316495
4,5,0.14100000000000001,-5.615192895070561
4,5,0.14200000000000002,-5.6055047070126935
4,5,0.14300000000000002,-5.595843749283363
4,5,0.14400000000000002,-5.586209935343781
4,5,0.145,-5.576603178974294
4,5,0.146,-5.567023394272704
4,5,0.147,-5.5574704956526455
4,5,0.148,-5.547944397841976
4,5,0.149,-5.538445015881131
4,5,0.15,-5.528972265121571
4,5,0.151,-5.519526061224152
4,5,0.152,-5.51010632015756
4,5,0.153,-5.50071295819677
4,5,0.154,-5.491345891921446
4,5,0.155,-5.482005038214417
4,5,0.156,-5.472690314260154
4,5,0.157,-5.463401637543219
4,5,0.158,-5.454138925846776
4,5,0.159,-5.444902097251054
4,5,0.16,-5.435691070131908
4,5,0.161,-5.426505763159262
4,5,0.162,-5.4173460952957075
4,5,0.163,-5.408211985794989
4,5,0.164,-5.3991033542005855
4,5,0.165,-5.390020120344228
4,5,0.166,-5.380962204344513
4,5,0.167,-5.37192952660544
4,5,0.168,-5.362922007815025
4,5,0.169,-5.353939568943868
4,5,0.17,-5.344982131243786
4,5,0.171,-5.336049616246407
4,5,0.17200000000000001,-5.327141945761814
4,5,0.17300000000000001,-5.31825904187715
4,5,0.17400000000000002,-5.309400826955292
4,5,0.17500000000000002,-5.300567223633484
4,5,0.176,-5.291758154821994
4,5,0.177,-5.282973543702805
4,5,0.178,-5.274213313728274
4,5,0.179,-5.265477388619827
4,5,0.18,-5.256765692366674
4,5,0.181,-5.248078149224464
4,5,0.182,-5.239414683714067
4,5,0.183,-5.230775220620247
4,5,0.184,-5.222159684990412
4,5,0.185,-5.213568002133355
4,5,0.186,-5.205000097618015
4,5,0.187,-5.196455897272187
4,5,0.188,-5.187935327181359
4,5,0.189,-5.1794383136874265
4,5,0.19,-5.170964783387507
4,5,0.191,-5.16251466313272
4,5,0.192,-5.15408788002699
4,5,0.193,-5.145684361425843
4,5,0.194,-5.137304034935236
4,5,0.195,-5.128946828410377
4,5,0.196,-5.120612669954547
4,5,0.197,-5.112301487917943
4,5,0.198,-5.104013210896529
4,5,0.199,-5.095747767730886
4,5,0.2,-5.087505087505089
4,5,0.201,-5.079285099545533
4,5,0.202,-5.071087733419873
4,5,0.203,-5.06291291893585
4,5,0.20400000000000001,-5.054760586140223
4,5,0.20500000000000002,-5.0466306653176645
4,5,0.20600000000000002,-5.0385230869896365
4,5,0.20700000000000002,-5.0304377819133395
4,5,0.20800000000000002,-5.0223746810806205
4,5,0.209,-5.014333715716894
4,5,0.21,-5.006314817280101
4,5,0.211,-4.998317917459618
4,5,0.212,-4.99034294817525
4,5,0.213,-4.98238984157614
4,5,0.214,-4.974458530039781
4,5,0.215,-4.966548946170935
4,5,0.216,-4.958661022800671
4,5,0.217,-4.950794692985278
4,5,0.218,-4.942949890005334
4,5,0.219,-4.935126547364642
4,5,0.22,-4.9273245987892675
4,5,0.221,-4.919543978226527
4,5,0.222,-4.911784619844038
4,5,0.223,-4.90404645802871
4,5,0.224,-4.896329427385789
4,5,0.225,-4.888633462737896
4,5,0.226,-4.8809584991240795
4,5,0.227,-4.873304471798835
4,5,0.228,-4.865671316231198
4,5,0.229,-4.8580589681037765
4,5,0.23,-4.850467363311832
4,5,0.231,-4.842896437962368
4,5,0.232,-4.83534612837317
4,5,0.233,-4.827816371071942
4,5,0.234,-4.820307102795355
4,5,0.23500000000000001,-4.812818260488183
4,5,0.23600000000000002,-4.805349781302373
4,5,0.23700000000000002,-4.797901602596175
4,5,0.23800000000000002,-4.790473661933263
4,5,0.23900000000000002,-4.783065897081835
4,5,0.24,-4.7756782460137694
4,5,0.241,-4.76831064690372
4,5,0.242,-4.760963038128296
4,5,0.243,-4.753635358265176
4,5,0.244,-4.746327546092278
4,5,0.245,-4.73903954058689
4,5,0.246,-4.731771280924869
4,5,0.247,-4.724522706479756
4,5,0.248,-4.717293756821999
4,5,0.249,-4.710084371718089
4,5,0.25,-4.702894491129788
4,5,0.251,-4.695724055213251
4,5,0.252,-4.688573004318286
4,5,0.253,-4.681441278987509
4,5,0.254,-4.674328819955559
4,5,0.255,-4.667235568148317
4,5,0.256,-4.660161464682102
4,5,0.257,-4.653106450862889
4,5,0.258,-4.646070468185563
4,5,0.259,-4.639053458333101
4,5,0.26,-4.632055363175836
4,5,0.261,-4.625076124770694
4,5,0.262,-4.618115685360415
4,5,0.263,-4.61117398737283
4,5,0.264,-4.604250973420086
4,5,0.265,-4.597346586297927
4,5,0.266,-4.590460768984941
4,5,0.267,-4.583593464641816
4,5,0.268,-4.576744616610645
4,5,0.269,-4.5699141684141695
4,5,0.27,-4.563102063755073
4,5,0.271,-4.55630824651527
4,5,0.272,-4.549532660755177
4,5,0.273,-4.542775250713024
