d,alpha,delta,gamma,objective_minus_endpoint,series_order
2,1.400000000000000000e+01,3.485714285714285737e-02,9.651428571428571912e-01,-3.573354285147142817e-03,24
2,1.400000000000000000e+01,3.500000000000000333e-02,9.649999999999999689e-01,-3.601918232700507261e-03,24
2,1.400000000000000000e+01,3.514285714285714235e-02,9.648571428571428577e-01,-3.630588039876550543e-03,24
2,1.400000000000000000e+01,3.528571428571428831e-02,9.647142857142857464e-01,-3.659363597352624509e-03,24
2,1.400000000000000000e+01,3.542857142857142733e-02,9.645714285714285241e-01,-3.688244795596054559e-03,24
2,1.400000000000000000e+01,3.557142857142857328e-02,9.644285714285714128e-01,-3.717231524864972325e-03,24
2,1.400000000000000000e+01,3.571428571428571230e-02,9.642857142857143016e-01,-3.746323675208509951e-03,24
2,1.400000000000000000e+01,3.585714285714285826e-02,9.641428571428571903e-01,-3.775521136467605010e-03,24
2,1.400000000000000000e+01,3.599999999999999728e-02,9.639999999999999680e-01,-3.804823798275180913e-03,24
2,1.400000000000000000e+01,3.614285714285714324e-02,9.638571428571428568e-01,-3.834231550057146110e-03,24
2,1.400000000000000000e+01,3.628571428571428920e-02,9.637142857142857455e-01,-3.863744281032852057e-03,24
2,1.400000000000000000e+01,3.642857142857143515e-02,9.635714285714285232e-01,-3.893361880215676085e-03,24
2,1.400000000000000000e+01,3.657142857142857417e-02,9.634285714285714119e-01,-3.923084236413063031e-03,24
2,1.400000000000000000e+01,3.671428571428571319e-02,9.632857142857143007e-01,-3.952911238227913016e-03,24
2,1.400000000000000000e+01,3.685714285714285915e-02,9.631428571428571894e-01,-3.982842774058553692e-03,24
2,1.400000000000000000e+01,3.699999999999999817e-02,9.629999999999999671e-01,-4.012878732099600665e-03,24
2,1.400000000000000000e+01,3.714285714285714413e-02,9.628571428571428559e-01,-4.043019000342207292e-03,24
2,1.400000000000000000e+01,3.728571428571428314e-02,9.627142857142857446e-01,-4.073263466575008374e-03,24
2,1.400000000000000000e+01,3.742857142857142910e-02,9.625714285714285223e-01,-4.103612018384467097e-03,24
2,1.400000000000000000e+01,3.757142857142856812e-02,9.624285714285714111e-01,-4.134064543155346882e-03,24
2,1.400000000000000000e+01,3.771428571428571408e-02,9.622857142857142998e-01,-4.164620928071530170e-03,24
2,1.400000000000000000e+01,3.785714285714285310e-02,9.621428571428571885e-01,-4.195281060116434757e-03,24
2,1.400000000000000000e+01,3.799999999999999906e-02,9.619999999999999662e-01,-4.226044826073360738e-03,24
2,1.400000000000000000e+01,3.814285714285714501e-02,9.618571428571428550e-01,-4.256912112526642367e-03,24
2,1.400000000000000000e+01,3.828571428571429097e-02,9.617142857142857437e-01,-4.287882805861398250e-03,24
2,1.400000000000000000e+01,3.842857142857142999e-02,9.615714285714285214e-01,-4.318956792265057909e-03,24
2,1.400000000000000000e+01,3.857142857142857595e-02,9.614285714285714102e-01,-4.350133957726931566e-03,24
2,1.400000000000000000e+01,3.871428571428571497e-02,9.612857142857142989e-01,-4.381414188039584046e-03,24
2,1.400000000000000000e+01,3.885714285714286093e-02,9.611428571428571876e-01,-4.412797368798737629e-03,24
2,1.400000000000000000e+01,3.899999999999999994e-02,9.609999999999999654e-01,-4.444283385404521058e-03,24
2,1.400000000000000000e+01,3.914285714285714590e-02,9.608571428571428541e-01,-4.475872123061372387e-03,24
2,1.400000000000000000e+01,3.928571428571428492e-02,9.607142857142857428e-01,-4.507563466779204719e-03,24
2,1.400000000000000000e+01,3.942857142857143088e-02,9.605714285714285205e-01,-4.539357301373281306e-03,24
2,1.400000000000000000e+01,3.957142857142856990e-02,9.604285714285714093e-01,-4.571253511465436792e-03,24
2,1.400000000000000000e+01,3.971428571428571586e-02,9.602857142857142980e-01,-4.603251981484493549e-03,24
2,1.400000000000000000e+01,3.985714285714285487e-02,9.601428571428571868e-01,-4.635352595666331066e-03,24
2,1.400000000000000000e+01,4.000000000000000083e-02,9.599999999999999645e-01,-4.667555238055065558e-03,24
2,1.425000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,24
2,1.425000000000000000e+01,1.428571428571428679e-04,9.998571428571428887e-01,3.850430541393889960e-06,24
2,1.425000000000000000e+01,2.857142857142857357e-04,9.997142857142856665e-01,7.572074182782273510e-06,24
2,1.425000000000000000e+01,4.285714285714285494e-04,9.995714285714285552e-01,1.116496471628702913e-05,24
2,1.425000000000000000e+01,5.714285714285714714e-04,9.994285714285714439e-01,1.462913629564355222e-05,24
2,1.425000000000000000e+01,7.142857142857142851e-04,9.992857142857143327e-01,1.796462343635341075e-05,24
2,1.425000000000000000e+01,8.571428571428570987e-04,9.991428571428571104e-01,2.117146101449085549e-05,24
2,1.425000000000000000e+01,1.000000000000000021e-03,9.989999999999999991e-01,2.424968426727180937e-05,24
2,1.425000000000000000e+01,1.142857142857142943e-03,9.988571428571428878e-01,2.719932879169384421e-05,24
2,1.425000000000000000e+01,1.285714285714285648e-03,9.987142857142856656e-01,3.002043054492475882e-05,24
2,1.425000000000000000e+01,1.428571428571428570e-03,9.985714285714285543e-01,3.271302584341440056e-05,24
2,1.425000000000000000e+01,1.571428571428571492e-03,9.984285714285714430e-01,3.527715136263098739e-05,24
2,1.425000000000000000e+01,1.714285714285714197e-03,9.982857142857143318e-01,3.771284413699171889e-05,24
2,1.425000000000000000e+01,1.857142857142857120e-03,9.981428571428571095e-01,4.002014155864153100e-05,24
2,1.425000000000000000e+01,2.000000000000000042e-03,9.979999999999999982e-01,4.219908137802208525e-05,24
2,1.425000000000000000e+01,2.142857142857142964e-03,9.978571428571428870e-01,4.424970170273379022e-05,24
2,1.425000000000000000e+01,2.285714285714285886e-03,9.977142857142856647e-01,4.617204099746641255e-05,24
2,1.425000000000000000e+01,2.428571428571428808e-03,9.975714285714285534e-01,4.796613808365213227e-05,24
2,1.425000000000000000e+01,2.571428571428571296e-03,9.974285714285714421e-01,4.963203213881328679e-05,24
2,1.425000000000000000e+01,2.714285714285714218e-03,9.972857142857143309e-01,5.116976269622930396e-05,24
2,1.425000000000000000e+01,2.857142857142857140e-03,9.971428571428571086e-01,5.257936964496445764e-05,24
2,1.425000000000000000e+01,3.000000000000000062e-03,9.969999999999999973e-01,5.386089322825804437e-05,24
2,1.425000000000000000e+01,3.142857142857142985e-03,9.968571428571428861e-01,5.501437404480113980e-05,24
2,1.425000000000000000e+01,3.285714285714285907e-03,9.967142857142856638e-01,5.603985304687697511e-05,24
2,1.425000000000000000e+01,3.428571428571428395e-03,9.965714285714285525e-01,5.693737154059685945e-05,24
2,1.425000000000000000e+01,3.571428571428571317e-03,9.964285714285714413e-01,5.770697118565037975e-05,24
2,1.425000000000000000e+01,3.714285714285714239e-03,9.962857142857143300e-01,5.834869399433395554e-05,24
2,1.425000000000000000e+01,3.857142857142857595e-03,9.961428571428571077e-01,5.886258233152308339e-05,24
2,1.425000000000000000e+01,4.000000000000000083e-03,9.959999999999999964e-01,5.924867891432539224e-05,24
2,1.425000000000000000e+01,4.142857142857142572e-03,9.958571428571428852e-01,5.950702681108144265e-05,24
2,1.425000000000000000e+01,4.285714285714285927e-03,9.957142857142856629e-01,5.963766944185044938e-05,24
2,1.425000000000000000e+01,4.428571428571428416e-03,9.955714285714285516e-01,5.964065057702250261e-05,24
2,1.425000000000000000e+01,4.571428571428571772e-03,9.954285714285714404e-01,5.951601433773490157e-05,24
2,1.425000000000000000e+01,4.714285714285714260e-03,9.952857142857143291e-01,5.926380519478968711e-05,24
2,1.425000000000000000e+01,4.857142857142857616e-03,9.951428571428571068e-01,5.888406796869527504e-05,24
2,1.425000000000000000e+01,5.000000000000000104e-03,9.949999999999999956e-01,5.837684782891705559e-05,24
2,1.425000000000000000e+01,5.142857142857142592e-03,9.948571428571428843e-01,5.774219029375249335e-05,24
2,1.425000000000000000e+01,5.285714285714285948e-03,9.947142857142856620e-01,5.698014122947070437e-05,24
2,1.425000000000000000e+01,5.428571428571428437e-03,9.945714285714285507e-01,5.609074685034021179e-05,24
2,1.425000000000000000e+01,5.571428571428571792e-03,9.944285714285714395e-01,5.507405371796281202e-05,24
2,1.425000000000000000e+01,5.714285714285714281e-03,9.942857142857143282e-01,5.393010874076009653e-05,24
2,1.425000000000000000e+01,5.857142857142857637e-03,9.941428571428571059e-01,5.265895917386242964e-05,24
2,1.425000000000000000e+01,6.000000000000000125e-03,9.939999999999999947e-01,5.126065261815138108e-05,24
2,1.425000000000000000e+01,6.142857142857142613e-03,9.938571428571428834e-01,4.973523702035687055e-05,24
2,1.425000000000000000e+01,6.285714285714285969e-03,9.937142857142856611e-01,4.808276067232164497e-05,24
2,1.425000000000000000e+01,6.428571428571428457e-03,9.935714285714285499e-01,4.630327221066821153e-05,24
2,1.425000000000000000e+01,6.571428571428571813e-03,9.934285714285714386e-01,4.439682061617433728e-05,24
2,1.425000000000000000e+01,6.714285714285714302e-03,9.932857142857143273e-01,4.236345521375917134e-05,24
2,1.425000000000000000e+01,6.857142857142856790e-03,9.931428571428571050e-01,4.020322567149792192e-05,24
2,1.425000000000000000e+01,7.000000000000000146e-03,9.929999999999999938e-01,3.791618200049695631e-05,24
2,1.425000000000000000e+01,7.142857142857142634e-03,9.928571428571428825e-01,3.550237455450522273e-05,24
2,1.425000000000000000e+01,7.285714285714285990e-03,9.927142857142856602e-01,3.296185402919260543e-05,24
2,1.425000000000000000e+01,7.428571428571428478e-03,9.925714285714285490e-01,3.029467146178910220e-05,24
2,1.425000000000000000e+01,7.571428571428571834e-03,9.924285714285714377e-01,2.750087823116809105e-05,24
2,1.425000000000000000e+01,7.714285714285715190e-03,9.922857142857143264e-01,2.458052605644467370e-05,24
2,1.425000000000000000e+01,7.857142857142857678e-03,9.921428571428571042e-01,2.153366699716996457e-05,24
2,1.425000000000000000e+01,8.000000000000000167e-03,9.919999999999999929e-01,1.836035345267883478e-05,24
2,1.425000000000000000e+01,8.142857142857144390e-03,9.918571428571428816e-01,1.506063816192337868e-05,24
2,1.425000000000000000e+01,8.285714285714285143e-03,9.917142857142857704e-01,1.163457420251534646e-05,24
2,1.425000000000000000e+01,8.428571428571427632e-03,9.915714285714285481e-01,8.082214990670633092e-06,24
2,1.425000000000000000e+01,8.571428571428571855e-03,9.914285714285714368e-01,4.403614280557022198e-06,24
2,1.425000000000000000e+01,8.714285714285714343e-03,9.912857142857143256e-01,5.988261638084635408e-07,24
2,1.425000000000000000e+01,8.857142857142856832e-03,9.911428571428571033e-01,-3.332094930502682573e-06,24
2,1.425000000000000000e+01,8.999999999999999320e-03,9.909999999999999920e-01,-7.389094237073012827e-06,24
2,1.425000000000000000e+01,9.142857142857143543e-03,9.908571428571428807e-01,-1.157211665413215851e-05,24
2,1.425000000000000000e+01,9.285714285714286031e-03,9.907142857142856585e-01,-1.588110674441423065e-05,24
2,1.425000000000000000e+01,9.428571428571428520e-03,9.905714285714285472e-01,-2.031600873524108675e-05,24
2,1.425000000000000000e+01,9.571428571428572743e-03,9.904285714285714359e-01,-2.487676651913295345e-05,24
2,1.425000000000000000e+01,9.714285714285715231e-03,9.902857142857143247e-01,-2.956332365434966025e-05,24
2,1.425000000000000000e+01,9.857142857142857720e-03,9.901428571428571024e-01,-3.437562336534860652e-05,24
2,1.425000000000000000e+01,1.000000000000000021e-02,9.899999999999999911e-01,-3.931360854311782838e-05,24
2,1.425000000000000000e+01,1.014285714285714270e-02,9.898571428571428799e-01,-4.437722174567559907e-05,24
2,1.425000000000000000e+01,1.028571428571428518e-02,9.897142857142857686e-01,-4.956640519866717387e-05,24
2,1.425000000000000000e+01,1.042857142857142767e-02,9.895714285714285463e-01,-5.488110079568397914e-05,24
2,1.425000000000000000e+01,1.057142857142857190e-02,9.894285714285714350e-01,-6.032125009873545718e-05,24
2,1.425000000000000000e+01,1.071428571428571438e-02,9.892857142857143238e-01,-6.588679433902622229e-05,24
2,1.425000000000000000e+01,1.085714285714285687e-02,9.891428571428571015e-01,-7.157767441703932754e-05,24
2,1.425000000000000000e+01,1.100000000000000110e-02,9.889999999999999902e-01,-7.739383090302198731e-05,24
2,1.425000000000000000e+01,1.114285714285714358e-02,9.888571428571428790e-01,-8.333520403784600017e-05,24
2,1.425000000000000000e+01,1.128571428571428607e-02,9.887142857142857677e-01,-8.940173373306325999e-05,24
2,1.425000000000000000e+01,1.142857142857142856e-02,9.885714285714285454e-01,-9.559335957157188979e-05,24
2,1.425000000000000000e+01,1.157142857142857278e-02,9.884285714285714342e-01,-1.019100208081019643e-04,24
2,1.425000000000000000e+01,1.171428571428571527e-02,9.882857142857143229e-01,-1.083516563697567436e-04,24
2,1.425000000000000000e+01,1.185714285714285776e-02,9.881428571428571006e-01,-1.149182048562902292e-04,24
2,1.425000000000000000e+01,1.200000000000000025e-02,9.879999999999999893e-01,-1.216096045405234971e-04,24
2,1.425000000000000000e+01,1.214285714285714274e-02,9.878571428571428781e-01,-1.284257933694965548e-04,24
2,1.425000000000000000e+01,1.228571428571428523e-02,9.877142857142857668e-01,-1.353667089639548626e-04,24
2,1.425000000000000000e+01,1.242857142857142771e-02,9.875714285714285445e-01,-1.424322886196399685e-04,24
2,1.425000000000000000e+01,1.257142857142857194e-02,9.874285714285714333e-01,-1.496224693072756295e-04,24
2,1.425000000000000000e+01,1.271428571428571443e-02,9.872857142857143220e-01,-1.569371876734282356e-04,24
2,1.425000000000000000e+01,1.285714285714285691e-02,9.871428571428570997e-01,-1.643763800406455866e-04,24
2,1.425000000000000000e+01,1.300000000000000114e-02,9.869999999999999885e-01,-1.719399824083450712e-04,24
2,1.425000000000000000e+01,1.314285714285714363e-02,9.868571428571428772e-01,-1.796279304526610110e-04,24
2,1.425000000000000000e+01,1.328571428571428611e-02,9.867142857142857659e-01,-1.874401595278046839e-04,24
2,1.425000000000000000e+01,1.342857142857142860e-02,9.865714285714285436e-01,-1.953766046656341127e-04,24
2,1.425000000000000000e+01,1.357142857142857283e-02,9.864285714285714324e-01,-2.034372005770418435e-04,24
2,1.425000000000000000e+01,1.371428571428571358e-02,9.862857142857143211e-01,-2.116218816517467793e-04,24
2,1.425000000000000000e+01,1.385714285714285607e-02,9.861428571428570988e-01,-2.199305819590019473e-04,24
2,1.425000000000000000e+01,1.400000000000000029e-02,9.859999999999999876e-01,-2.283632352482883876e-04,24
2,1.425000000000000000e+01,1.414285714285714278e-02,9.858571428571428763e-01,-2.369197749496204652e-04,24
2,1.425000000000000000e+01,1.428571428571428527e-02,9.857142857142857650e-01,-2.456001341739760813e-04,24
2,1.425000000000000000e+01,1.442857142857142949e-02,9.855714285714285428e-01,-2.544042457139489288e-04,24
2,1.425000000000000000e+01,1.457142857142857198e-02,9.854285714285714315e-01,-2.633320420444423826e-04,24
2,1.425000000000000000e+01,1.471428571428571447e-02,9.852857142857143202e-01,-2.723834553223225541e-04,24
2,1.425000000000000000e+01,1.485714285714285696e-02,9.851428571428570979e-01,-2.815584173880836261e-04,24
2,1.425000000000000000e+01,1.500000000000000118e-02,9.849999999999999867e-01,-2.908568597654176413e-04,24
2,1.425000000000000000e+01,1.514285714285714367e-02,9.848571428571428754e-01,-3.002787136623802366e-04,24
2,1.425000000000000000e+01,1.528571428571428616e-02,9.847142857142857642e-01,-3.098239099712934985e-04,24
2,1.425000000000000000e+01,1.542857142857143038e-02,9.845714285714285419e-01,-3.194923792696896525e-04,24
2,1.425000000000000000e+01,1.557142857142857287e-02,9.844285714285714306e-01,-3.292840518206024969e-04,24
2,1.425000000000000000e+01,1.571428571428571536e-02,9.842857142857143193e-01,-3.391988575732057809e-04,24
2,1.425000000000000000e+01,1.585714285714285784e-02,9.841428571428570971e-01,-3.492367261632711717e-04,24
2,1.425000000000000000e+01,1.600000000000000033e-02,9.839999999999999858e-01,-3.593975869134319323e-04,24
2,1.425000000000000000e+01,1.614285714285714282e-02,9.838571428571428745e-01,-3.696813688343347781e-04,24
2,1.425000000000000000e+01,1.628571428571428878e-02,9.837142857142857633e-01,-3.800880006241819098e-04,24
2,1.425000000000000000e+01,1.642857142857143127e-02,9.835714285714285410e-01,-3.906174106702853255e-04,24
2,1.425000000000000000e+01,1.657142857142857029e-02,9.834285714285714297e-01,-4.012695270487198762e-04,24
2,1.425000000000000000e+01,1.671428571428571278e-02,9.832857142857143185e-01,-4.120442775254473666e-04,24
2,1.425000000000000000e+01,1.685714285714285526e-02,9.831428571428570962e-01,-4.229415895563998218e-04,24
2,1.425000000000000000e+01,1.699999999999999775e-02,9.829999999999999849e-01,-4.339613902881594987e-04,24
2,1.425000000000000000e+01,1.714285714285714371e-02,9.828571428571428736e-01,-4.451036065585972645e-04,24
2,1.425000000000000000e+01,1.728571428571428620e-02,9.827142857142857624e-01,-4.563681648971779081e-04,24
2,1.425000000000000000e+01,1.742857142857142869e-02,9.825714285714285401e-01,-4.677549915255152513e-04,24
2,1.425000000000000000e+01,1.757142857142857117e-02,9.824285714285714288e-01,-4.792640123581076717e-04,24
2,1.425000000000000000e+01,1.771428571428571366e-02,9.822857142857143176e-01,-4.908951530026017807e-04,24
2,1.425000000000000000e+01,1.785714285714285615e-02,9.821428571428570953e-01,-5.026483387602642683e-04,24
2,1.425000000000000000e+01,1.799999999999999864e-02,9.819999999999999840e-01,-5.145234946267590592e-04,24
2,1.425000000000000000e+01,1.814285714285714460e-02,9.818571428571428727e-01,-5.265205452925775242e-04,24
2,1.425000000000000000e+01,1.828571428571428709e-02,9.817142857142857615e-01,-5.386394151432882804e-04,24
2,1.425000000000000000e+01,1.842857142857142957e-02,9.815714285714285392e-01,-5.508800282605919030e-04,24
2,1.425000000000000000e+01,1.857142857142857206e-02,9.814285714285714279e-01,-5.632423084223486809e-04,24
2,1.425000000000000000e+01,1.871428571428571455e-02,9.812857142857143167e-01,-5.757261791033557730e-04,24
2,1.425000000000000000e+01,1.885714285714285704e-02,9.811428571428570944e-01,-5.883315634757080304e-04,24
2,1.425000000000000000e+01,1.899999999999999953e-02,9.809999999999999831e-01,-6.010583844095057637e-04,24
2,1.425000000000000000e+01,1.914285714285714549e-02,9.808571428571428719e-01,-6.139065644734653659e-04,24
2,1.425000000000000000e+01,1.928571428571428797e-02,9.807142857142857606e-01,-6.268760259347666564e-04,24
2,1.425000000000000000e+01,1.942857142857143046e-02,9.805714285714285383e-01,-6.399666907607459709e-04,24
2,1.425000000000000000e+01,1.957142857142857295e-02,9.804285714285714270e-01,-6.531784806180496172e-04,24
2,1.425000000000000000e+01,1.971428571428571544e-02,9.802857142857143158e-01,-6.665113168745906425e-04,24
2,1.425000000000000000e+01,1.985714285714285793e-02,9.801428571428570935e-01,-6.799651205988688218e-04,24
2,1.425000000000000000e+01,2.000000000000000042e-02,9.799999999999999822e-01,-6.935398125611780262e-04,24
2,1.425000000000000000e+01,2.014285714285714290e-02,9.798571428571428710e-01,-7.072353132339531667e-04,24
2,1.425000000000000000e+01,2.028571428571428539e-02,9.797142857142857597e-01,-7.210515427921726506e-04,24
2,1.425000000000000000e+01,2.042857142857142788e-02,9.795714285714285374e-01,-7.349884211142188040e-04,24
2,1.425000000000000000e+01,2.057142857142857037e-02,9.794285714285714262e-01,-7.490458677821415501e-04,24
2,1.425000000000000000e+01,2.071428571428571286e-02,9.792857142857143149e-01,-7.632238020821441316e-04,24
2,1.425000000000000000e+01,2.085714285714285535e-02,9.791428571428570926e-01,-7.775221430055268002e-04,24
2,1.425000000000000000e+01,2.100000000000000130e-02,9.789999999999999813e-01,-7.919408092484508943e-04,24
2,1.425000000000000000e+01,2.114285714285714379e-02,9.788571428571428701e-01,-8.064797192135347847e-04,24
2,1.425000000000000000e+01,2.128571428571428628e-02,9.787142857142857588e-01,-8.211387910093681519e-04,24
2,1.425000000000000000e+01,2.142857142857142877e-02,9.785714285714285365e-01,-8.359179424515666978e-04,24
2,1.425000000000000000e+01,2.157142857142857126e-02,9.784285714285714253e-01,-8.508170910635354245e-04,24
2,1.425000000000000000e+01,2.171428571428571375e-02,9.782857142857143140e-01,-8.658361540763298558e-04,24
2,1.425000000000000000e+01,2.185714285714285623e-02,9.781428571428570917e-01,-8.809750484297801387e-04,24
2,1.425000000000000000e+01,2.200000000000000219e-02,9.779999999999999805e-01,-8.962336907727963542e-04,24
2,1.425000000000000000e+01,2.214285714285714468e-02,9.778571428571428692e-01,-9.116119974639791401e-04,24
2,1.425000000000000000e+01,2.228571428571428717e-02,9.777142857142857579e-01,-9.271098845719388803e-04,24
2,1.425000000000000000e+01,2.242857142857142966e-02,9.775714285714285356e-01,-9.427272678761700053e-04,24
2,1.425000000000000000e+01,2.257142857142857215e-02,9.774285714285714244e-01,-9.584640628675922258e-04,24
2,1.425000000000000000e+01,2.271428571428571463e-02,9.772857142857143131e-01,-9.743201847486754330e-04,24
2,1.425000000000000000e+01,2.285714285714285712e-02,9.771428571428570908e-01,-9.902955484342723658e-04,24
2,1.425000000000000000e+01,2.300000000000000308e-02,9.769999999999999796e-01,-1.006390068552395767e-03,24
2,1.425000000000000000e+01,2.314285714285714557e-02,9.768571428571428683e-01,-1.022603659444343283e-03,24
2,1.425000000000000000e+01,2.328571428571428806e-02,9.767142857142857570e-01,-1.038936235165321964e-03,24
2,1.425000000000000000e+01,2.342857142857143055e-02,9.765714285714285348e-01,-1.055387709485419712e-03,24
2,1.425000000000000000e+01,2.357142857142857303e-02,9.764285714285714235e-01,-1.071957995889369353e-03,24
2,1.425000000000000000e+01,2.371428571428571552e-02,9.762857142857143122e-01,-1.088647007578033565e-03,24
2,1.425000000000000000e+01,2.385714285714285454e-02,9.761428571428572010e-01,-1.105454657468210589e-03,24
2,1.425000000000000000e+01,2.400000000000000050e-02,9.759999999999999787e-01,-1.122380858193355868e-03,24
2,1.425000000000000000e+01,2.414285714285714299e-02,9.758571428571428674e-01,-1.139425522104525745e-03,24
2,1.425000000000000000e+01,2.428571428571428548e-02,9.757142857142857562e-01,-1.156588561270294191e-03,24
2,1.425000000000000000e+01,2.442857142857142796e-02,9.755714285714285339e-01,-1.173869887478029561e-03,24
2,1.425000000000000000e+01,2.457142857142857045e-02,9.754285714285714226e-01,-1.191269412233728064e-03,24
2,1.425000000000000000e+01,2.471428571428571294e-02,9.752857142857143113e-01,-1.208787046762971329e-03,24
2,1.425000000000000000e+01,2.485714285714285543e-02,9.751428571428570891e-01,-1.226422702011578658e-03,24
2,1.425000000000000000e+01,2.500000000000000139e-02,9.749999999999999778e-01,-1.244176288645745809e-03,24
2,1.425000000000000000e+01,2.514285714285714388e-02,9.748571428571428665e-01,-1.262047717053044193e-03,24
2,1.425000000000000000e+01,2.528571428571428636e-02,9.747142857142857553e-01,-1.280036897342642921e-03,24
2,1.425000000000000000e+01,2.542857142857142885e-02,9.745714285714285330e-01,-1.298143739346308001e-03,24
2,1.425000000000000000e+01,2.557142857142857134e-02,9.744285714285714217e-01,-1.316368152618097032e-03,24
2,1.425000000000000000e+01,2.571428571428571383e-02,9.742857142857143105e-01,-1.334710046436024533e-03,24
2,1.425000000000000000e+01,2.585714285714285632e-02,9.741428571428571992e-01,-1.353169329801645615e-03,24
2,1.425000000000000000e+01,2.600000000000000228e-02,9.739999999999999769e-01,-1.371745911441485388e-03,24
2,1.425000000000000000e+01,2.614285714285714476e-02,9.738571428571428656e-01,-1.390439699806775287e-03,24
2,1.425000000000000000e+01,2.628571428571428725e-02,9.737142857142857544e-01,-1.409250603074507779e-03,24
2,1.425000000000000000e+01,2.642857142857142974e-02,9.735714285714285321e-01,-1.428178529147977605e-03,24
2,1.425000000000000000e+01,2.657142857142857223e-02,9.734285714285714208e-01,-1.447223385657184225e-03,24
2,1.425000000000000000e+01,2.671428571428571472e-02,9.732857142857143096e-01,-1.466385079959359183e-03,24
2,1.425000000000000000e+01,2.685714285714285721e-02,9.731428571428570873e-01,-1.485663519139826527e-03,24
2,1.425000000000000000e+01,2.700000000000000316e-02,9.729999999999999760e-01,-1.505058610012363629e-03,24
2,1.425000000000000000e+01,2.714285714285714565e-02,9.728571428571428648e-01,-1.524570259119492621e-03,24
2,1.425000000000000000e+01,2.728571428571428814e-02,9.727142857142857535e-01,-1.544198372733757152e-03,24
2,1.425000000000000000e+01,2.742857142857142716e-02,9.725714285714285312e-01,-1.563942856857389319e-03,24
2,1.425000000000000000e+01,2.757142857142856965e-02,9.724285714285714199e-01,-1.583803617223752958e-03,24
2,1.425000000000000000e+01,2.771428571428571214e-02,9.722857142857143087e-01,-1.603780559297315889e-03,24
2,1.425000000000000000e+01,2.785714285714285809e-02,9.721428571428571974e-01,-1.623873588274357682e-03,24
2,1.425000000000000000e+01,2.800000000000000058e-02,9.719999999999999751e-01,-1.644082609083691304e-03,24
2,1.425000000000000000e+01,2.814285714285714307e-02,9.718571428571428639e-01,-1.664407526386996183e-03,24
2,1.425000000000000000e+01,2.828571428571428556e-02,9.717142857142857526e-01,-1.684848244579706389e-03,24
2,1.425000000000000000e+01,2.842857142857142805e-02,9.715714285714285303e-01,-1.705404667791399209e-03,24
2,1.425000000000000000e+01,2.857142857142857054e-02,9.714285714285714191e-01,-1.726076699885920052e-03,24
2,1.425000000000000000e+01,2.871428571428571649e-02,9.712857142857143078e-01,-1.746864244463061655e-03,24
2,1.425000000000000000e+01,2.885714285714285898e-02,9.711428571428570855e-01,-1.767767204857828567e-03,24
2,1.425000000000000000e+01,2.900000000000000494e-02,9.709999999999999742e-01,-1.788785484142130233e-03,24
2,1.425000000000000000e+01,2.914285714285714396e-02,9.708571428571428630e-01,-1.809918985124628343e-03,24
2,1.425000000000000000e+01,2.928571428571428298e-02,9.707142857142857517e-01,-1.831167610351402963e-03,24
2,1.425000000000000000e+01,2.942857142857142894e-02,9.705714285714285294e-01,-1.852531262107187660e-03,24
2,1.425000000000000000e+01,2.957142857142856796e-02,9.704285714285714182e-01,-1.874009842414994798e-03,24
2,1.425000000000000000e+01,2.971428571428571391e-02,9.702857142857143069e-01,-1.895603253037156377e-03,24
2,1.425000000000000000e+01,2.985714285714285640e-02,9.701428571428571956e-01,-1.917311395475948532e-03,24
2,1.425000000000000000e+01,3.000000000000000236e-02,9.699999999999999734e-01,-1.939134170974146643e-03,24
2,1.425000000000000000e+01,3.014285714285714138e-02,9.698571428571428621e-01,-1.961071480515594323e-03,24
2,1.425000000000000000e+01,3.028571428571428734e-02,9.697142857142857508e-01,-1.983123224825342201e-03,24
2,1.425000000000000000e+01,3.042857142857142635e-02,9.695714285714285285e-01,-2.005289304371174475e-03,24
2,1.425000000000000000e+01,3.057142857142857231e-02,9.694285714285714173e-01,-2.027569619363081554e-03,24
2,1.425000000000000000e+01,3.071428571428571133e-02,9.692857142857143060e-01,-2.049964069754897644e-03,24
2,1.425000000000000000e+01,3.085714285714286076e-02,9.691428571428570837e-01,-2.072472555244009307e-03,24
2,1.425000000000000000e+01,3.099999999999999978e-02,9.689999999999999725e-01,-2.095094975272299154e-03,24
2,1.425000000000000000e+01,3.114285714285714574e-02,9.688571428571428612e-01,-2.117831229026923001e-03,24
2,1.425000000000000000e+01,3.128571428571428475e-02,9.687142857142857499e-01,-2.140681215440518037e-03,24
2,1.425000000000000000e+01,3.142857142857143071e-02,9.685714285714285277e-01,-2.163644833192035488e-03,24
2,1.425000000000000000e+01,3.157142857142856973e-02,9.684285714285714164e-01,-2.186721980707254098e-03,24
2,1.425000000000000000e+01,3.171428571428571569e-02,9.682857142857143051e-01,-2.209912556159154828e-03,24
2,1.425000000000000000e+01,3.185714285714285471e-02,9.681428571428571939e-01,-2.233216457468961691e-03,24
2,1.425000000000000000e+01,3.200000000000000067e-02,9.679999999999999716e-01,-2.256633582306266650e-03,24
2,1.425000000000000000e+01,3.214285714285713969e-02,9.678571428571428603e-01,-2.280163828089876166e-03,24
2,1.425000000000000000e+01,3.228571428571428564e-02,9.677142857142857491e-01,-2.303807091988394062e-03,24
