d,alpha,delta,gamma,objective_minus_endpoint,series_order
2,1.500000000000000000e+01,2.814285714285714307e-02,9.718571428571428639e-01,4.328324833629826340e-04,24
2,1.500000000000000000e+01,2.828571428571428556e-02,9.717142857142857526e-01,4.216879376809368196e-04,24
2,1.500000000000000000e+01,2.842857142857142805e-02,9.715714285714285303e-01,4.104128893311770332e-04,24
2,1.500000000000000000e+01,2.857142857142857054e-02,9.714285714285714191e-01,3.990074219547279366e-04,24
2,1.500000000000000000e+01,2.871428571428571649e-02,9.712857142857143078e-01,3.874716195554905873e-04,24
2,1.500000000000000000e+01,2.885714285714285898e-02,9.711428571428570855e-01,3.758055665004783608e-04,24
2,1.500000000000000000e+01,2.900000000000000494e-02,9.709999999999999742e-01,3.640093475183320271e-04,24
2,1.500000000000000000e+01,2.914285714285714396e-02,9.708571428571428630e-01,3.520830476992226066e-04,24
2,1.500000000000000000e+01,2.928571428571428298e-02,9.707142857142857517e-01,3.400267524943101360e-04,24
2,1.500000000000000000e+01,2.942857142857142894e-02,9.705714285714285294e-01,3.278405477143420121e-04,24
2,1.500000000000000000e+01,2.957142857142856796e-02,9.704285714285714182e-01,3.155245195298056471e-04,24
2,1.500000000000000000e+01,2.971428571428571391e-02,9.702857142857143069e-01,3.030787544697211011e-04,24
2,1.500000000000000000e+01,2.985714285714285640e-02,9.701428571428571956e-01,2.905033394215161824e-04,24
2,1.500000000000000000e+01,3.000000000000000236e-02,9.699999999999999734e-01,2.777983616296386682e-04,24
2,1.500000000000000000e+01,3.014285714285714138e-02,9.698571428571428621e-01,2.649639086955701828e-04,24
2,1.500000000000000000e+01,3.028571428571428734e-02,9.697142857142857508e-01,2.520000685768408744e-04,24
2,1.500000000000000000e+01,3.042857142857142635e-02,9.695714285714285285e-01,2.389069295862800146e-04,24
2,1.500000000000000000e+01,3.057142857142857231e-02,9.694285714285714173e-01,2.256845803917523208e-04,24
2,1.500000000000000000e+01,3.071428571428571133e-02,9.692857142857143060e-01,2.123331100147562989e-04,24
2,1.500000000000000000e+01,3.085714285714286076e-02,9.691428571428570837e-01,1.988526078307989442e-04,24
2,1.500000000000000000e+01,3.099999999999999978e-02,9.689999999999999725e-01,1.852431635676887733e-04,24
2,1.500000000000000000e+01,3.114285714285714574e-02,9.688571428571428612e-01,1.715048673055913353e-04,24
2,1.500000000000000000e+01,3.128571428571428475e-02,9.687142857142857499e-01,1.576378094759606219e-04,24
2,1.500000000000000000e+01,3.142857142857143071e-02,9.685714285714285277e-01,1.436420808610117117e-04,24
2,1.500000000000000000e+01,3.157142857142856973e-02,9.684285714285714164e-01,1.295177725930130030e-04,24
2,1.500000000000000000e+01,3.171428571428571569e-02,9.682857142857143051e-01,1.152649761538282469e-04,24
2,1.500000000000000000e+01,3.185714285714285471e-02,9.681428571428571939e-01,1.008837833737091794e-04,24
2,1.500000000000000000e+01,3.200000000000000067e-02,9.679999999999999716e-01,8.637428643135103279e-05,24
2,1.500000000000000000e+01,3.214285714285713969e-02,9.678571428571428603e-01,7.173657785242149032e-05,24
2,1.500000000000000000e+01,3.228571428571428564e-02,9.677142857142857491e-01,5.697075050956068587e-05,24
2,1.500000000000000000e+01,3.242857142857143160e-02,9.675714285714285268e-01,4.207689762132649225e-05,24
2,1.500000000000000000e+01,3.257142857142857756e-02,9.674285714285714155e-01,2.705511275165328744e-05,24
2,1.500000000000000000e+01,3.271428571428571658e-02,9.672857142857143042e-01,1.190548980907479848e-05,24
2,1.500000000000000000e+01,3.285714285714286254e-02,9.671428571428570820e-01,-3.371876953928154563e-06,24
2,1.500000000000000000e+01,3.300000000000000155e-02,9.669999999999999707e-01,-1.877689294145501453e-05,24
2,1.500000000000000000e+01,3.314285714285714057e-02,9.668571428571428594e-01,-3.430946321510142116e-05,24
2,1.500000000000000000e+01,3.328571428571428653e-02,9.667142857142857482e-01,-4.996949249468085608e-05,24
2,1.500000000000000000e+01,3.342857142857142555e-02,9.665714285714285259e-01,-6.575688515841893178e-05,24
2,1.500000000000000000e+01,3.357142857142857151e-02,9.664285714285714146e-01,-8.167154524435504825e-05,24
2,1.500000000000000000e+01,3.371428571428571053e-02,9.662857142857143034e-01,-9.771337645037014852e-05,24
2,1.500000000000000000e+01,3.385714285714285648e-02,9.661428571428571921e-01,-1.138822821353524528e-04,24
2,1.500000000000000000e+01,3.399999999999999550e-02,9.659999999999999698e-01,-1.301781653196415478e-04,24
2,1.500000000000000000e+01,3.414285714285714146e-02,9.658571428571428585e-01,-1.466009286858749316e-04,24
2,1.500000000000000000e+01,3.428571428571428742e-02,9.657142857142857473e-01,-1.631504745796402700e-04,24
2,1.500000000000000000e+01,3.442857142857143338e-02,9.655714285714285250e-01,-1.798267050097390740e-04,24
2,1.500000000000000000e+01,3.457142857142857240e-02,9.654285714285714137e-01,-1.966295216496855014e-04,24
2,1.500000000000000000e+01,3.471428571428571835e-02,9.652857142857143025e-01,-2.135588258377618676e-04,24
2,1.500000000000000000e+01,3.485714285714285737e-02,9.651428571428571912e-01,-2.306145185780733575e-04,24
2,1.500000000000000000e+01,3.500000000000000333e-02,9.649999999999999689e-01,-2.477965005408533372e-04,24
2,1.500000000000000000e+01,3.514285714285714235e-02,9.648571428571428577e-01,-2.651046720637539877e-04,24
2,1.500000000000000000e+01,3.528571428571428831e-02,9.647142857142857464e-01,-2.825389331517907943e-04,24
2,1.500000000000000000e+01,3.542857142857142733e-02,9.645714285714285241e-01,-3.000991834787164469e-04,24
2,1.500000000000000000e+01,3.557142857142857328e-02,9.644285714285714128e-01,-3.177853223874232969e-04,24
2,1.500000000000000000e+01,3.571428571428571230e-02,9.642857142857143016e-01,-3.355972488905401008e-04,24
2,1.500000000000000000e+01,3.585714285714285826e-02,9.641428571428571903e-01,-3.535348616714312220e-04,24
2,1.500000000000000000e+01,3.599999999999999728e-02,9.639999999999999680e-01,-3.715980590845574527e-04,24
2,1.500000000000000000e+01,3.614285714285714324e-02,9.638571428571428568e-01,-3.897867391564058259e-04,24
2,1.500000000000000000e+01,3.628571428571428920e-02,9.637142857142857455e-01,-4.081007995861835047e-04,24
2,1.500000000000000000e+01,3.642857142857143515e-02,9.635714285714285232e-01,-4.265401377466088162e-04,24
2,1.500000000000000000e+01,3.657142857142857417e-02,9.634285714285714119e-01,-4.451046506840500294e-04,24
2,1.500000000000000000e+01,3.671428571428571319e-02,9.632857142857143007e-01,-4.637942351201351787e-04,24
2,1.500000000000000000e+01,3.685714285714285915e-02,9.631428571428571894e-01,-4.826087874517659415e-04,24
2,1.500000000000000000e+01,3.699999999999999817e-02,9.629999999999999671e-01,-5.015482037520474501e-04,24
2,1.500000000000000000e+01,3.714285714285714413e-02,9.628571428571428559e-01,-5.206123797709544254e-04,24
2,1.500000000000000000e+01,3.728571428571428314e-02,9.627142857142857446e-01,-5.398012109362748667e-04,24
2,1.500000000000000000e+01,3.742857142857142910e-02,9.625714285714285223e-01,-5.591145923539986295e-04,24
2,1.500000000000000000e+01,3.757142857142856812e-02,9.624285714285714111e-01,-5.785524188090529485e-04,24
2,1.500000000000000000e+01,3.771428571428571408e-02,9.622857142857142998e-01,-5.981145847663987825e-04,24
2,1.500000000000000000e+01,3.785714285714285310e-02,9.621428571428571885e-01,-6.178009843712806148e-04,24
2,1.500000000000000000e+01,3.799999999999999906e-02,9.619999999999999662e-01,-6.376115114500729986e-04,24
2,1.500000000000000000e+01,3.814285714285714501e-02,9.618571428571428550e-01,-6.575460595112381235e-04,24
2,1.500000000000000000e+01,3.828571428571429097e-02,9.617142857142857437e-01,-6.776045217455894942e-04,24
2,1.500000000000000000e+01,3.842857142857142999e-02,9.615714285714285214e-01,-6.977867910275964425e-04,24
2,1.500000000000000000e+01,3.857142857142857595e-02,9.614285714285714102e-01,-7.180927599154812713e-04,24
2,1.500000000000000000e+01,3.871428571428571497e-02,9.612857142857142989e-01,-7.385223206523433559e-04,24
2,1.500000000000000000e+01,3.885714285714286093e-02,9.611428571428571876e-01,-7.590753651668113999e-04,24
2,1.500000000000000000e+01,3.899999999999999994e-02,9.609999999999999654e-01,-7.797517850736124245e-04,24
2,1.500000000000000000e+01,3.914285714285714590e-02,9.608571428571428541e-01,-8.005514716744460690e-04,24
2,1.500000000000000000e+01,3.928571428571428492e-02,9.607142857142857428e-01,-8.214743159587062360e-04,24
2,1.500000000000000000e+01,3.942857142857143088e-02,9.605714285714285205e-01,-8.425202086039945693e-04,24
2,1.500000000000000000e+01,3.957142857142856990e-02,9.604285714285714093e-01,-8.636890399770780213e-04,24
2,1.500000000000000000e+01,3.971428571428571586e-02,9.602857142857142980e-01,-8.849807001346243762e-04,24
2,1.500000000000000000e+01,3.985714285714285487e-02,9.601428571428571868e-01,-9.063950788237573608e-04,24
2,1.500000000000000000e+01,4.000000000000000083e-02,9.599999999999999645e-01,-9.279320654826256343e-04,24
